team_year,BPI_Off,BPI_Def,BPI
2011 UNC Wilmington,-4.1,1.1,-3
2011 Auburn,-4.5,1.4,-3.1
2011 Georgia St.,-6.4,3.2,-3.2
2011 North Florida,-2,-1.2,-3.3
2011 Loyola Marymount,0.6,-3.9,-3.3
2011 Louisiana,-0.1,-3.3,-3.3
2011 Savannah St.,-8.7,5.3,-3.4
2011 UT Arlington,-2.4,-1.3,-3.6
2011 Stony Brook,-7.9,4.2,-3.6
2011 Columbia,-0.4,-3.2,-3.6
2011 Holy Cross,-1.8,-2,-3.9
2011 Morgan St.,-4.2,0.2,-3.9
2011 Denver,-9.6,5.6,-4
2011 Chattanooga,0,-4,-4
2011 Elon,1.5,-5.5,-4.1
2011 Albany,-5,0.7,-4.3
2011 Presbyterian,-6.2,1.8,-4.3
2011 Louisiana Tech,-4.5,0.2,-4.3
2011 Wagner,-1.3,-3,-4.4
2011 Campbell,-4.5,0,-4.5
2011 Pepperdine,0.5,-5.1,-4.6
2011 Bowling Green,-5,0.4,-4.6
2011 Jackson St.,-5.7,1.1,-4.6
2011 Brown,1.6,-6.3,-4.7
2011 UTSA,-1.9,-2.9,-4.8
2011 UIC,-4.4,-0.4,-4.8
2011 DePaul,1.7,-6.5,-4.8
2011 Texas St.,3.6,-8.5,-4.8
2011 Wake Forest,0.5,-5.3,-4.9
2011 Montana St.,-2.7,-2.3,-5.1
2011 Lafayette,-0.4,-4.7,-5.1
2011 Portland St.,1.7,-6.8,-5.1
2011 Wyoming,-4,-1.6,-5.6
2011 South Alabama,-0.8,-4.8,-5.6
2011 Youngstown St.,-0.4,-5.4,-5.7
2011 Gardner Webb,-6.9,1.2,-5.8
2011 Eastern Washington,-3.4,-2.4,-5.8
2011 South Dakota,3.8,-9.6,-5.8
2011 Texas Southern,-6,0.1,-5.9
2011 New Hampshire,-10.2,4.3,-5.9
2011 Cal St. Fullerton,1.5,-7.4,-6
2011 Bethune-Cookman,-5,-1,-6
2011 UC Riverside,-4.2,-1.8,-6
2011 Coppin St.,-0.8,-5.3,-6.1
2011 Delaware St.,-7.3,1,-6.3
2011 Florida International,1.2,-7.4,-6.3
2011 Troy,1.5,-7.9,-6.3
2011 Mount St. Mary's,-7.3,1,-6.3
2011 Northwestern St.,2.4,-8.9,-6.5
2011 Seattle U,-0.7,-5.8,-6.5
2011 Northern Illinois,-1.2,-5.3,-6.5
2011 Eastern Illinois,-8.3,1.7,-6.5
2011 Jacksonville St.,-7.9,1.2,-6.6
2011 Towson,1.1,-7.8,-6.6
2011 Hartford,-7.6,0.9,-6.7
2011 Kansas City,-2.2,-4.6,-6.8
2011 Army,-3,-3.8,-6.8
2011 Central Michigan,-9.3,2.5,-6.8
2011 Sacred Heart,-3.3,-3.6,-6.9
2011 The Citadel,-5.5,-1.6,-7.1
2011 Southeast Missouri St.,-2.6,-4.5,-7.1
2011 Eastern Michigan,-7.6,0.4,-7.2
2011 North Carolina A&T,-0.2,-7,-7.2
2011 Fordham,-3.5,-3.9,-7.4
2011 Florida Gulf Coast,-3.4,-4.2,-7.6
2011 North Carolina Central,-3.5,-4.3,-7.7
2011 Norfolk St.,-0.9,-6.9,-7.8
2011 Navy,-3.4,-4.4,-7.8
2011 Monmouth,-8.3,0.3,-8
2011 NJIT,-6.5,-1.6,-8.1
2011 UT Martin,-1.6,-6.5,-8.1
2011 UNC Greensboro,1,-9.1,-8.1
2011 Niagara,-5.6,-2.7,-8.3
2011 High Point,-3.6,-4.8,-8.4
2011 Stetson,-4.2,-4.2,-8.4
2011 North Dakota,-5.1,-3.3,-8.4
2011 Mississippi Valley St.,-1.7,-6.8,-8.5
2011 Southern Utah,-4.1,-4.5,-8.6
2011 San Diego,-8.4,-0.1,-8.6
2011 Samford,-8.9,0.3,-8.6
2011 Idaho St.,-4.4,-4.5,-9
2011 St. Francis (PA),-4.4,-4.5,-9
2011 Manhattan,-6.9,-2.2,-9.1
2011 Alabama St.,-9.2,-0.3,-9.5
2011 Texas A&M-CC,-6.8,-2.8,-9.5
2011 Longwood,3.1,-12.8,-9.7
2011 Cal St. Bakersfield,-2.4,-7.5,-10
2011 Bryant,-3.5,-6.6,-10.1
2011 South Carolina UpSt.,-9.3,-0.9,-10.1
2011 Kennesaw St.,-3.8,-6.4,-10.1
2011 Binghamton,-7.3,-2.9,-10.2
2011 Sacramento St.,-7.6,-2.8,-10.5
2011 Marist,-6.5,-4.1,-10.6
2011 Fairleigh Dickinson,-5,-5.6,-10.6
2011 Alabama A&M,-7.8,-2.9,-10.7
2011 Dartmouth,-8.5,-2.2,-10.7
2011 Florida A&M,-6.5,-4.3,-10.8
2011 UL Monroe,-9.3,-1.6,-10.9
2011 Western Illinois,-13.5,2.5,-11.1
2011 Prairie View A&M,-7.1,-4.5,-11.6
2011 Colgate,-4.6,-7.1,-11.7
2011 Central Arkansas,-4.3,-7.9,-12.2
2011 South Carolina St.,-6.4,-5.8,-12.2
2011 Radford,-9.6,-2.8,-12.4
2011 Toledo,-9.7,-3,-12.7
2011 UT Rio Grande Valley,-4.8,-8.1,-12.9
2011 Georgia Southern,-5.4,-7.5,-12.9
2011 UMBC,-3.5,-9.9,-13.4
2011 Arkansas Pine Bluff,-8.6,-5.1,-13.6
2011 Grambling,-8.9,-4.7,-13.7
2011 Maryland-Eastern Shore,-3.1,-10.6,-13.7
2011 Houston Baptist,-4.1,-9.8,-14
2011 Howard,-10.6,-4.3,-15
2011 SIU Edwardsville,-6.8,-8.8,-15.6
2011 Alcorn St.,-3.6,-12.1,-15.6
2011 Chicago St.,-4.9,-15.4,-20.3
2011 Southern,-13.7,-6.9,-20.6
2011 Centenary,-11.1,-9.7,-20.8
2012 Ohio St.,10.8,9.5,20.3
2012 Kentucky,11.9,8.2,20.1
2012 Syracuse,9.9,8.4,18.3
2012 Michigan St.,7.7,9.9,17.6
2012 North Carolina,13.7,3.4,17.1
2012 Wisconsin,0.3,15.9,16.2
2012 Kansas,8.2,7.8,16.1
2012 Missouri,14,1.9,15.9
2012 Florida,11.8,3.5,15.3
2012 Indiana,12.1,3.2,15.2
2012 Duke,12.2,2.6,14.8
2012 Memphis,9.5,5.1,14.6
2012 Wichita St.,8.9,5.3,14.1
2012 Marquette,10.5,3.2,13.7
2012 Georgetown,3.8,9.7,13.5
2012 New Mexico,6.4,7.1,13.5
2012 Baylor,8.9,3.8,12.7
2012 Vanderbilt,8.2,4.4,12.6
2012 Louisville,3.4,8.9,12.2
2012 Saint Louis,1.6,10.4,12
2012 Florida St.,4.5,7.4,11.9
2012 Purdue,7.5,4.1,11.6
2012 Belmont,10.6,0.9,11.5
2012 Alabama,-0.3,11.5,11.2
2012 Gonzaga,6.8,4.4,11.2
2012 Kansas St.,5.8,5.2,11
2012 Virginia,-3.1,14,11
2012 Saint Mary's,6.4,4.5,10.9
2012 Michigan,2.6,8.1,10.7
2012 Texas,6.3,4,10.3
2012 California,4.8,5.3,10.1
2012 UNLV,8.9,1.2,10.1
2012 Creighton,11.3,-1.3,10
2012 Cincinnati,3.2,6.8,10
2012 West Virginia,7.3,2.6,9.9
2012 Temple,8.3,1.5,9.8
2012 Iowa St.,7.2,2.6,9.7
2012 Iona,13.1,-3.5,9.6
2012 Connecticut,4.3,5.2,9.5
2012 BYU,7.9,1,8.9
2012 NC St.,7.3,1.5,8.8
2012 Long Beach St.,5.4,3.4,8.8
2012 Pittsburgh,4.7,3.6,8.3
2012 Miami FL,5,3.2,8.2
2012 VCU,2.7,5.5,8.2
2012 Drexel,-1.3,9.4,8.1
2012 Harvard,-0.6,8.7,8.1
2012 Davidson,8.2,-0.2,8.1
2012 Xavier,5.2,2.8,8
2012 Minnesota,4.1,3.9,7.9
2012 Arizona,3.3,4.5,7.8
2012 Seton Hall,2.2,5.4,7.6
2012 Notre Dame,1.4,6.2,7.6
2012 La Salle,5.1,2.5,7.5
2012 Middle Tennessee,2.9,4.6,7.5
2012 Murray St.,2.6,4.9,7.5
2012 St. Bonaventure,3.5,3.9,7.4
2012 Southern Miss,4.7,2.5,7.2
2012 Saint Joseph's,5.6,1.4,7.1
2012 Virginia Tech,0.4,6.5,6.9
2012 Mississippi St.,6,0.9,6.9
2012 Ohio,2.3,4.6,6.9
2012 Oregon,7,-0.1,6.9
2012 Clemson,-0.2,7.1,6.8
2012 Northwestern,5.5,1.2,6.7
2012 South Dakota St.,7,-0.3,6.7
2012 New Mexico St.,8.3,-1.6,6.7
2012 Massachusetts,9.2,-2.5,6.6
2012 Tennessee,2.1,4.5,6.6
2012 UCLA,1.7,4.9,6.6
2012 San Diego St.,3.1,3.4,6.5
2012 South Florida,-5.2,11.7,6.5
2012 Cleveland St.,0.5,6,6.5
2012 Akron,4.7,1.7,6.4
2012 Stanford,4.3,1.9,6.2
2012 Illinois,0.9,5.2,6.1
2012 Northern Iowa,-0.7,6.7,6
2012 Dayton,5.6,0.4,6
2012 Lehigh,6.1,-0.1,6
2012 Washington,7.3,-1.6,5.7
2012 Buffalo,4.9,0.7,5.6
2012 Denver,0.5,5.1,5.6
2012 Marshall,4.8,0.7,5.5
2012 Georgia St.,-0.9,6.3,5.3
2012 Mississippi,1.9,3.4,5.3
2012 Oral Roberts,3.9,1.3,5.1
2012 UNC Asheville,8.6,-3.6,5
2012 Bucknell,0.7,4.3,5
2012 Colorado,1.3,3.7,5
2012 Wyoming,-5.6,10.6,5
2012 UT Arlington,5.8,-1,4.9
2012 Montana,-0.6,5.3,4.8
2012 UC Santa Barbara,3.8,0.9,4.7
2012 Colorado St.,4.5,0.2,4.7
2012 Wagner,3.2,1.4,4.7
2012 Tulsa,1.5,3.1,4.6
2012 Weber St.,6.7,-2.1,4.6
2012 LSU,0,4.6,4.6
2012 Lamar,4.1,0.4,4.6
2012 Oregon St.,9.3,-4.8,4.5
2012 Villanova,6.3,-1.9,4.5
2012 Iowa,6.8,-2.4,4.4
2012 Missouri St.,-0.2,4.5,4.3
2012 Old Dominion,-0.8,5,4.3
2012 Oklahoma,3,1.3,4.3
2012 Fairfield,-2.1,6.2,4.1
2012 Illinois St.,2.1,1.8,4
2012 Richmond,1.7,2.3,4
2012 George Mason,3,0.9,3.9
2012 Oklahoma St.,2.6,1.2,3.9
2012 Washington St.,1.8,2.1,3.8
2012 Mercer,-0.3,4,3.7
2012 Georgia,-2.2,5.9,3.7
2012 Stony Brook,-2.4,6,3.7
2012 Butler,-2.2,5.8,3.6
2012 Princeton,-0.2,3.8,3.6
2012 Duquesne,5,-1.5,3.4
2012 Kent St.,2.9,0.4,3.3
2012 Arkansas,5,-1.7,3.2
2012 Vermont,-0.4,3.5,3.1
2012 UCF,-0.3,3.4,3.1
2012 Robert Morris,-0.6,3.6,3
2012 Bowling Green,-0.4,3.4,3
2012 Detroit Mercy,4.7,-1.9,2.9
2012 Manhattan,2.5,0.3,2.8
2012 Texas A&M,-4.3,7,2.7
2012 Rutgers,-0.2,2.8,2.6
2012 Boise St.,1.2,1.2,2.4
2012 North Dakota St.,3.8,-1.5,2.3
2012 Loyola MD,-0.8,3,2.3
2012 UAB,-4.7,6.9,2.2
2012 UTEP,-2,4.1,2.1
2012 Nevada,0.5,1.6,2.1
2012 Providence,3.4,-1.3,2
2012 Utah St.,-0.6,2.5,2
2012 Cal Poly,-3.5,5.5,2
2012 East Carolina,0.3,1.6,2
2012 Loyola Marymount,1.7,0.3,1.9
2012 Maryland,3.2,-1.3,1.9
2012 Evansville,5.5,-3.7,1.8
2012 Georgia Tech,-4,5.8,1.8
2012 San Francisco,5.1,-3.4,1.7
2012 Yale,1,0.7,1.7
2012 Valparaiso,0.8,0.9,1.7
2012 Coastal Carolina,0.9,0.7,1.7
2012 Nebraska,-2.8,4.5,1.6
2012 UTSA,3.9,-2.3,1.6
2012 Penn,-1.8,3.3,1.4
2012 East Tennessee St.,-1.8,3.3,1.4
2012 Charleston,2.2,-0.9,1.3
2012 Auburn,-2.8,4,1.2
2012 Stephen F. Austin,-8.2,9.4,1.2
2012 Drake,-0.2,1.3,1.1
2012 TCU,5.5,-4.3,1.1
2012 LIU,10,-9,1.1
2012 Cal St. Fullerton,6.3,-5.5,0.8
2012 Charlotte,0.4,0.4,0.8
2012 Rice,1.2,-0.4,0.8
2012 Indiana St.,-1.7,2.5,0.8
2012 South Carolina,-2.8,3.6,0.8
2012 South Carolina UpSt.,1.2,-0.5,0.7
2012 North Texas,1,-0.4,0.6
2012 Penn St.,-2.8,3.4,0.6
2012 Tulane,-2.8,3.4,0.6
2012 North Carolina Central,-0.9,1.5,0.6
2012 Quinnipiac,1.3,-0.7,0.6
2012 St. John's,0.5,0,0.6
2012 DePaul,7.7,-7.3,0.5
2012 Savannah St.,-5.7,6.1,0.4
2012 Charleston Southern,4.4,-4,0.4
2012 Milwaukee,-2.7,3,0.2
2012 Idaho,0.4,-0.3,0.1
2012 Oakland,10,-9.9,0.1
2012 Western Michigan,2,-2,0.1
2012 Ball St.,-4.2,4.2,-0.1
2012 Portland St.,5.1,-5.6,-0.5
2012 Boston University,-3.1,2.6,-0.5
2012 Tennessee St.,-0.1,-0.6,-0.7
2012 George Washington,-3.6,2.8,-0.8
2012 Youngstown St.,0.1,-0.9,-0.8
2012 Albany,4,-4.8,-0.8
2012 Delaware,1.9,-2.7,-0.8
2012 American,-4.1,3.1,-0.9
2012 Wake Forest,1,-2,-1
2012 Louisiana,-0.7,-0.4,-1.1
2012 Toledo,1.2,-2.3,-1.1
2012 Eastern Washington,1.6,-2.8,-1.1
2012 Columbia,-3.6,2.5,-1.2
2012 Air Force,-5,3.8,-1.3
2012 Campbell,3.6,-4.9,-1.3
2012 Houston,3.1,-4.5,-1.4
2012 Green Bay,-1.3,-0.2,-1.4
2012 Fresno St.,-2.3,0.8,-1.5
2012 Hofstra,-1.8,0.3,-1.5
2012 Northeastern,-2.4,0.8,-1.6
2012 Florida Gulf Coast,2.4,-4,-1.6
2012 Western Carolina,1.1,-2.8,-1.7
2012 North Florida,0.2,-1.9,-1.7
2012 SMU,-7.2,5.4,-1.8
2012 Austin Peay,2,-3.9,-1.9
2012 Miami (OH),-5.7,3.7,-2
2012 Central Connecticut,0.5,-2.6,-2
2012 Chattanooga,0,-2.3,-2.2
2012 Cornell,-0.7,-1.6,-2.2
2012 High Point,0.9,-3.2,-2.3
2012 Little Rock,-3.7,1.4,-2.3
2012 Wofford,-5.1,2.8,-2.3
2012 Arkansas St.,-3.2,0.7,-2.4
2012 Rhode Island,2.6,-5.1,-2.5
2012 Norfolk St.,-1.1,-1.3,-2.5
2012 St. Francis (BKN),-0.9,-1.6,-2.5
2012 Morehead St.,-6.7,4,-2.6
2012 Tennessee Tech,1.8,-4.5,-2.6
2012 Holy Cross,-2.1,-0.5,-2.6
2012 Western Illinois,-9.2,6.5,-2.7
2012 Louisiana Tech,-0.2,-2.5,-2.7
2012 IUPUI,3.2,-5.9,-2.8
2012 McNeese,-3,0.2,-2.8
2012 Rider,3.2,-6.1,-2.9
2012 Florida Atlantic,-0.4,-2.7,-3
2012 Lipscomb,2.3,-5.4,-3.1
2012 Delaware St.,-2.9,-0.2,-3.1
2012 UC Riverside,-6.4,3.3,-3.1
2012 USC,-11.3,8,-3.3
2012 Utah Valley,-1.4,-1.9,-3.3
2012 Wright St.,-7.4,4.1,-3.3
2012 Furman,-4.2,0.9,-3.3
2012 Sacred Heart,1.6,-5.1,-3.5
2012 Georgia Southern,-2,-1.5,-3.5
2012 Elon,0.4,-3.9,-3.5
2012 Presbyterian,-4.1,0.6,-3.6
2012 Northwestern St.,-0.1,-3.5,-3.6
2012 Siena,-4.3,0.6,-3.7
2012 South Alabama,-2.1,-1.6,-3.7
2012 James Madison,-0.5,-3.3,-3.8
2012 UNC Wilmington,-1.4,-2.4,-3.8
2012 Seattle U,2.6,-6.5,-3.8
2012 Western Kentucky,-2.6,-1.3,-3.9
2012 Eastern Kentucky,-3.2,-0.7,-3.9
2012 Winthrop,-5.4,1.5,-4
2012 Gardner Webb,-4.8,0.8,-4
2012 Southeast Missouri St.,0.4,-4.5,-4
2012 Texas St.,3.6,-7.6,-4.1
2012 Maine,-0.9,-3.2,-4.1
2012 Arizona St.,-4.8,0.7,-4.1
2012 Appalachian St.,-1.1,-3.1,-4.2
2012 Northern Colorado,2.8,-7,-4.2
2012 Mississippi Valley St.,-0.1,-4.2,-4.3
2012 Jacksonville,-1.7,-2.6,-4.4
2012 VMI,7.5,-11.9,-4.4
2012 Niagara,1.7,-6,-4.4
2012 Hawaii,0.3,-4.9,-4.6
2012 Lafayette,1.5,-6.2,-4.7
2012 Southern Illinois,-3.5,-1.3,-4.8
2012 Morgan St.,-2,-2.9,-4.8
2012 San Diego,-1.8,-3.1,-4.8
2012 Texas Tech,-5.7,0.6,-5.1
2012 Cal St. Bakersfield,-2.4,-2.8,-5.1
2012 Santa Clara,0.7,-5.9,-5.2
2012 Florida International,-3.4,-1.9,-5.2
2012 Stetson,2.2,-7.4,-5.2
2012 Central Michigan,-4.6,-0.9,-5.5
2012 Montana St.,-0.6,-5.1,-5.7
2012 Hampton,-4.6,-1.1,-5.7
2012 Jacksonville St.,-5.6,-0.1,-5.7
2012 Southern Utah,-4.8,-1,-5.8
2012 Marist,0.1,-5.9,-5.8
2012 North Dakota,-3.5,-2.4,-5.9
2012 Troy,2.6,-8.5,-5.9
2012 Texas Southern,-6.6,0.7,-5.9
2012 San José St,-0.8,-5.2,-6
2012 Samford,-3.1,-2.9,-6
2012 Bethune-Cookman,-5.3,-0.9,-6.1
2012 Bradley,-3.3,-2.9,-6.2
2012 NJIT,-4,-2.2,-6.2
2012 Fordham,-4.5,-1.8,-6.2
2012 Liberty,-1.4,-4.8,-6.3
2012 New Hampshire,-7.8,1.5,-6.3
2012 Eastern Michigan,-13,6.6,-6.4
2012 Army,-2.1,-4.4,-6.4
2012 Coppin St.,3.1,-9.6,-6.5
2012 North Carolina A&T,-1.1,-5.4,-6.5
2012 Loyola Chicago,-9.2,2.6,-6.6
2012 Sam Houston St.,-10.6,4.1,-6.6
2012 Portland,-0.7,-6,-6.6
2012 UC Irvine,-1.8,-4.9,-6.7
2012 UNC Greensboro,0.8,-7.6,-6.8
2012 Pepperdine,-8.7,1.6,-7.1
2012 Sacramento St.,-4.3,-2.9,-7.3
2012 Pacific,-6.5,-0.9,-7.3
2012 Eastern Illinois,-3.5,-4,-7.4
2012 Boston College,-5.1,-2.3,-7.4
2012 SE Louisiana,-10.1,2.6,-7.5
2012 Purdue Fort Wayne,-1.1,-6.4,-7.5
2012 William & Mary,-5.9,-1.7,-7.6
2012 South Dakota,0,-7.7,-7.7
2012 Monmouth,-1.1,-6.6,-7.7
2012 Dartmouth,-10.2,2.1,-8.2
2012 Mount St. Mary's,-8,-0.4,-8.4
2012 Idaho St.,-2.4,-6.1,-8.5
2012 UIC,-5.9,-2.7,-8.6
2012 Kansas City,-4.8,-3.8,-8.7
2012 Cal St. Northridge,-1.7,-7.1,-8.8
2012 Navy,-10,0.8,-9.2
2012 Prairie View A&M,-7.3,-2,-9.3
2012 Houston Baptist,0.3,-9.8,-9.5
2012 Radford,-8.9,-0.8,-9.6
2012 UT Rio Grande Valley,-7.3,-2.4,-9.7
2012 Texas A&M-CC,-8,-1.9,-9.8
2012 St. Francis (PA),-7.7,-2.3,-10
2012 Hartford,-8,-2.1,-10
2012 Saint Peter's,-9.8,-0.2,-10.1
2012 SIU Edwardsville,-4.2,-6,-10.2
2012 The Citadel,-5.3,-5.1,-10.4
2012 Florida A&M,-3.2,-7.5,-10.7
2012 Northern Arizona,-6.4,-4.4,-10.8
2012 Colgate,-3.7,-7.1,-10.8
2012 Brown,-6.9,-4,-10.9
2012 Howard,-7.8,-3.3,-11
2012 Alabama St.,-9.7,-1.4,-11
2012 Southern,-9.2,-2,-11.1
2012 Canisius,-4,-7.2,-11.2
2012 Arkansas Pine Bluff,-6.4,-4.9,-11.3
2012 UC Davis,-5.1,-6.3,-11.4
2012 UL Monroe,-6.5,-5.2,-11.7
2012 Jackson St.,-10.9,-1,-11.9
2012 Kennesaw St.,-5.7,-6.3,-12
2012 Utah,-10.6,-1.4,-12
2012 Fairleigh Dickinson,-7.5,-4.8,-12.3
2012 Nicholls,-3.1,-9.3,-12.4
2012 Maryland-Eastern Shore,-7.4,-5.3,-12.7
2012 Alcorn St.,-6.9,-6,-12.9
2012 Alabama A&M,-5.6,-7.6,-13.1
2012 Northern Illinois,-11.7,-1.7,-13.5
2012 Central Arkansas,-0.9,-12.7,-13.6
2012 UT Martin,-6.1,-8.1,-14.1
2012 Longwood,1.3,-15.9,-14.6
2012 Towson,-13.6,-1.3,-14.9
2012 Bryant,-6.2,-8.7,-14.9
2012 UMBC,-4.8,-10.2,-15
2012 South Carolina St.,-5.1,-10.4,-15.5
2012 Chicago St.,-6.7,-9,-15.7
2012 Binghamton,-10.7,-6,-16.7
2012 Grambling,-14,-5.9,-19.9
2013 Florida,7.5,13.7,21.2
2013 Louisville,10.7,10.3,21
2013 Indiana,13.8,6.4,20.2
2013 Duke,12.2,5.4,17.6
2013 Kansas,9.8,6.9,16.8
2013 Pittsburgh,4.5,12.2,16.7
2013 Gonzaga,10.7,5.6,16.4
2013 Michigan,11,5,16.1
2013 Ohio St.,7.5,8.5,15.9
2013 Wisconsin,2.4,13.2,15.6
2013 Syracuse,7,8,15
2013 Arizona,9.2,5.3,14.5
2013 VCU,9.6,4.8,14.4
2013 Georgetown,2.4,11.7,14.1
2013 Miami FL,4.7,9.3,14
2013 Michigan St.,3.9,10,13.9
2013 Minnesota,6.3,7.2,13.5
2013 Creighton,8.9,4.5,13.4
2013 Missouri,10.2,2.2,12.4
2013 Middle Tennessee,3.9,8.2,12.1
2013 Saint Mary's,8.6,3.5,12.1
2013 Kentucky,7.8,4.2,12
2013 Wichita St.,4.4,7.5,11.8
2013 Marquette,6.1,5.3,11.5
2013 Mississippi,10.3,1.2,11.5
2013 Cincinnati,2.9,8.5,11.4
2013 Iowa St.,12.6,-1.3,11.3
2013 Baylor,9,2.3,11.3
2013 NC St.,11.6,-0.4,11.3
2013 Kansas St.,3.8,7.4,11.1
2013 North Carolina,10,1.1,11.1
2013 Oklahoma St.,5.4,5.6,11
2013 UNLV,5.6,5.2,10.8
2013 San Diego St.,4.8,6,10.8
2013 Saint Louis,1.9,8.8,10.7
2013 Notre Dame,6.1,4.6,10.7
2013 Belmont,7.1,3.5,10.5
2013 Memphis,6.9,3.5,10.4
2013 California,5.5,4.9,10.4
2013 Virginia,-1.7,11.8,10.1
2013 New Mexico,3.9,6,10
2013 Iowa,5.4,4.5,9.9
2013 Oklahoma,6.4,3.3,9.7
2013 Davidson,6.4,3.3,9.7
2013 Butler,4.4,4.6,9
2013 Oregon,6.4,2.4,8.8
2013 Connecticut,5.7,3.1,8.8
2013 Boise St.,6.7,1.9,8.6
2013 Colorado St.,6.7,1.8,8.6
2013 La Salle,6.2,2.3,8.4
2013 Southern Miss,4.9,3.4,8.2
2013 Maryland,4.3,3.9,8.1
2013 Illinois,4.3,3.9,8.1
2013 Akron,4.5,3.6,8.1
2013 Bucknell,0.5,7.4,7.9
2013 Alabama,-1.8,9.8,7.9
2013 Temple,6.2,1.8,7.9
2013 Denver,-2.2,10.1,7.9
2013 Villanova,4.1,3.7,7.8
2013 UCLA,8.8,-1,7.8
2013 North Dakota St.,-1.3,9,7.8
2013 Northern Iowa,1.4,6.1,7.5
2013 Illinois St.,8,-0.6,7.4
2013 Arkansas,7.9,-0.6,7.3
2013 Stanford,4.5,2.8,7.3
2013 Stony Brook,0.2,7,7.2
2013 Ohio,5.5,1.6,7.2
2013 Colorado,2.5,4.6,7.1
2013 BYU,8,-1,7
2013 Valparaiso,3.9,3.1,7
2013 Dayton,5.6,1.3,6.9
2013 Tennessee,2.5,4.3,6.8
2013 Providence,4,2.8,6.8
2013 Saint Joseph's,2.3,4.5,6.8
2013 Weber St.,4.1,2.6,6.7
2013 Detroit Mercy,10.1,-3.4,6.6
2013 Stephen F. Austin,-6.3,12.7,6.4
2013 Purdue,3.3,2.8,6.2
2013 Lehigh,5.6,0.5,6.1
2013 Richmond,4.1,1.9,6
2013 Louisiana Tech,3.2,2.6,5.8
2013 Seton Hall,1.9,3.5,5.4
2013 Santa Clara,6.8,-1.4,5.4
2013 Arizona St.,3.7,1.7,5.3
2013 Texas A&M,-1.4,6.1,4.8
2013 Iona,12.6,-7.9,4.7
2013 Xavier,-0.3,5,4.7
2013 South Dakota St.,4.8,-0.2,4.7
2013 Princeton,-2.4,7,4.6
2013 Clemson,-3.4,8,4.6
2013 Rutgers,1.3,3.3,4.6
2013 North Carolina Central,-1.3,5.7,4.4
2013 Mercer,-1.7,5.9,4.2
2013 Massachusetts,6.4,-2.2,4.2
2013 Vanderbilt,-4.4,8.4,4
2013 Washington St.,-0.3,4.3,4
2013 Eastern Kentucky,4.3,-0.4,4
2013 Evansville,2.6,1.3,4
2013 Texas,0.9,2.9,3.8
2013 St. John's,0.1,3.7,3.8
2013 New Mexico St.,0.7,3.1,3.8
2013 LSU,4.1,-0.3,3.8
2013 Georgia Tech,-1.6,5.1,3.4
2013 Canisius,5.9,-2.5,3.4
2013 Florida Gulf Coast,4.1,-0.7,3.3
2013 West Virginia,0.6,2.6,3.3
2013 Georgia,-3.4,6.6,3.2
2013 Washington,2.2,0.9,3.2
2013 George Washington,-0.1,3.2,3.2
2013 USC,0.9,2.2,3.1
2013 Murray St.,2.9,0.1,3
2013 Loyola MD,-0.1,3,2.9
2013 Robert Morris,1.1,1.8,2.9
2013 Indiana St.,-0.5,3.4,2.9
2013 St. Bonaventure,4.8,-1.9,2.9
2013 Boston College,2.6,0.3,2.9
2013 Oral Roberts,3.3,-0.4,2.9
2013 Utah St.,1.4,1.5,2.9
2013 UTEP,-2.4,5.3,2.8
2013 Florida St.,2.2,0.6,2.8
2013 Pacific,-0.5,3.1,2.5
2013 Northwestern St.,7.6,-5.2,2.4
2013 Green Bay,-0.3,2.7,2.4
2013 East Carolina,6.1,-3.7,2.4
2013 Harvard,1.6,0.8,2.3
2013 George Mason,1,1.3,2.3
2013 UC Irvine,1.3,1,2.3
2013 Charlotte,0.5,1.8,2.3
2013 Northwestern,-2.6,4.6,2
2013 UCF,2.4,-0.4,2
2013 Texas Southern,2,-0.2,1.9
2013 South Florida,-4.3,6.1,1.8
2013 Oregon St.,5.1,-3.4,1.7
2013 Wright St.,-5.4,7.1,1.7
2013 Fairfield,-5.6,7.3,1.7
2013 Drake,5.3,-3.6,1.7
2013 Fresno St.,-4.7,6.4,1.7
2013 Arkansas St.,-1.1,2.8,1.7
2013 Utah,-2.5,4.2,1.6
2013 UT Arlington,-2.4,3.9,1.6
2013 Wyoming,-5.9,7.4,1.5
2013 Kent St.,3.8,-2.3,1.5
2013 Army,4,-2.6,1.4
2013 Vermont,-3.9,5.3,1.4
2013 Charleston Southern,3.7,-2.3,1.4
2013 Western Michigan,-0.2,1.6,1.3
2013 Albany,-1.7,3.1,1.3
2013 DePaul,6.9,-5.5,1.3
2013 Western Illinois,-8.8,10.2,1.3
2013 Niagara,5.8,-4.5,1.3
2013 Charleston,-1.5,2.7,1.3
2013 Boston University,1.3,-0.1,1.1
2013 Southern,-2.9,4,1.1
2013 Montana,0.2,0.7,0.9
2013 Wake Forest,1.5,-0.7,0.9
2013 Tulane,1.5,-0.6,0.9
2013 Tennessee St.,2.8,-2,0.8
2013 Air Force,3,-2.3,0.7
2013 Cal Poly,-3.2,3.8,0.6
2013 Penn St.,-1.3,1.8,0.5
2013 Nebraska,-5.1,5.4,0.4
2013 Manhattan,-6.9,7.2,0.3
2013 Bradley,1,-0.9,0.1
2013 Rider,-2.6,2.7,0.1
2013 UAB,3.5,-3.4,0.1
2013 Houston,7.9,-7.9,0
2013 Loyola Chicago,-2.9,2.9,-0.1
