team_year,ovr_rating_bpi,ovr_rating_kenpom,ovr_rating_torvik,wab,off_rating_bpi,off_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,def_rating_torvik
2016 Middle Tennessee,1.3,3.93408,0.603939973,-2.983805227,-2.1,103.144,102.2304388,3.4,99.21,98.54780174
2017 Middle Tennessee,9.5,14.6582,0.827065111,2.026362664,4.9,111.64,110.1414115,4.5,96.9823,96.12802552
2014 Milwaukee,0.5,0.3633,0.500661879,-5.949815373,0.8,104.63,104.5037324,-0.3,104.266,104.4796764
2009 Minnesota,7.2,15.7592,0.855379206,1.86019744,1.1,107.586,106.3284133,6.1,91.8263,91.10142365
2010 Minnesota,12.8,18.7481,0.90198735,-0.354749214,6.6,112.547,112.8486582,6.2,93.7989,93.04165255
2013 Minnesota,13.5,19.1442,0.912216392,2.095238367,6.3,113.792,112.7379956,7.2,94.6477,91.97355343
2017 Minnesota,9.8,16.5907,0.871950265,3.677107901,2.5,109.574,108.2124113,7.3,92.9833,91.58671105
2019 Minnesota,8.1,14.4575,0.809661467,2.683611165,3.7,110.671,109.5203811,4.4,96.2136,96.56476927
2013 Mississippi,11.5,16.5223,0.825071307,1.675604817,10.3,112.338,109.7430617,1.2,95.8159,95.89600459
2015 Mississippi,8.3,14.4267,0.816434821,-0.55365069,7.3,114.568,112.7399477,0.9,100.141,99.0190129
2019 Mississippi,8.7,15.0831,0.859677089,0.950568702,5.2,112.779,113.12085,3.5,97.6963,96.62508691
2008 Mississippi St.,11,15.8174,0.865389359,0.571222007,5.5,107.347,106.3430034,5.5,91.5296,90.4558294
2009 Mississippi St.,6.8,11.8111,0.797399635,-1.555433345,5.7,107.733,107.2484806,1.1,95.9223,95.20262074
2019 Mississippi St.,12.9,20.6776,0.894781328,4.550338735,8.7,117.395,116.404399,4.2,96.7173,96.63456925
2023 Mississippi St.,9.4,14.1161,0.799496197,0.362599603,0.9,105.451,102.4264423,8.5,91.3344,90.8192363
2008 Mississippi Valley St.,-11.9,-14.9674,0.140366675,-9.982872452,-9.8,92.1127,89.98846014,-2.1,107.08,105.3479003
2012 Mississippi Valley St.,-4.3,-6.3745,0.256562381,-4.837324596,-0.1,98.6794,95.67670006,-4.2,105.054,104.9505174
2009 Missouri,15.8,23.484,0.939699098,6.118053015,12.9,114.53,114.5186852,2.9,91.046,90.19165441
2010 Missouri,13.7,19.6787,0.912073204,1.607969443,9.1,110.105,110.5479413,4.6,90.4261,90.20088405
2011 Missouri,11.6,16.559,0.862776106,1.317300004,11.1,112.932,112.4555933,0.4,96.3729,95.84049076
2012 Missouri,15.9,26.6802,0.946153352,8.738855587,14,124.486,123.9853791,1.9,97.8055,96.63328587
2013 Missouri,12.4,19.2225,0.877734305,1.256582637,10.2,115.006,112.9456529,2.2,95.7839,95.15457086
2018 Missouri,9.1,15.4717,0.863446771,0.438212732,4.4,113.275,112.9220172,4.8,97.803,96.1905101
2021 Missouri,9,15.15,0.863819047,2.079061378,4.8,110.248,110.722845,4.2,95.0983,94.29126491
2023 Missouri,8.2,13.9186,0.807780497,3.524280677,8.2,119.289,117.5492409,0,105.37,103.7535088
2010 Montana,4.9,8.50753,0.611446683,-4.487210771,-1.2,106.707,103.806659,6,98.1992,99.79362094
2012 Montana,4.8,7.87347,0.675582532,-1.544585382,-0.6,103.543,100.8406872,5.3,95.6693,94.60927051
2013 Montana,0.9,2.71159,0.537994217,-1.246540859,0.2,105.569,103.2305097,0.7,102.857,101.8726538
2018 Montana,3.7,10.8304,0.722679392,-1.115250584,1.2,110.144,107.5130469,2.5,99.3132,98.92143971
2019 Montana,3,3.54691,0.595953639,-3.012486215,2.5,107.36,106.7221084,0.6,103.814,103.1757808
2022 Montana St.,0.1,3.80856,0.560809944,-2.831671369,0.4,104.531,103.0017706,-0.3,100.723,100.835419
2023 Montana St.,3.4,5.74793,0.693336791,-2.702080601,1.2,105.36,104.1248181,2.2,99.6121,96.99449262
2009 Morehead St.,0.8,-0.017075,0.435671796,-9.138792558,-0.7,102.308,99.93549245,1.5,102.325,102.2094996
2011 Morehead St.,5,6.79253,0.635091708,-3.425865178,-0.1,105.208,103.6567721,5.1,98.4152,98.7805314
2021 Morehead St.,0.3,3.89559,0.559281879,-1.939206101,-1.7,100.165,98.06292063,2.1,96.2694,96.05222872
2009 Morgan St.,0,1.41474,0.506258422,-5.643122249,-2.4,99.986,98.16945274,2.4,98.5712,97.9559746
2010 Morgan St.,2.2,1.90682,0.51173615,-3.748387472,5.5,105.657,104.1419393,-3.3,103.75,103.7176061
2008 Mount St. Mary's,-0.5,-1.04085,0.447388272,-9.460369592,-2.2,99.0167,97.2977294,1.7,100.058,99.10138078
2014 Mount St. Mary's,-4.3,-3.75021,0.390544331,-9.357780555,4,107.491,107.4563254,-8.4,111.241,111.696156
2017 Mount St. Mary's,-1.9,-4.23312,0.397189938,-7.915169395,-3.3,98.9775,97.97248243,1.4,103.211,101.591902
2021 Mount St. Mary's,-2.2,-5.0102,0.363099503,-7.227308098,-3.6,95.4181,95.15597285,1.3,100.428,99.92115357
2010 Murray St.,10.9,14.5856,0.789543627,0.230491894,4.6,108.952,106.1586261,6.3,94.3666,94.62886532
2012 Murray St.,7.5,15.069,0.818424219,3.905566968,2.6,110.21,108.0612358,4.9,95.1414,94.79976772
2018 Murray St.,7.6,12.6951,0.744431824,-0.410713181,5.6,113.139,110.921275,2,100.444,101.0739786
2019 Murray St.,9,13.3317,0.789628239,1.347399622,5.8,112.038,110.4960125,3.2,98.706,98.49081161
2022 Murray St.,10.3,16.389,0.838188217,3.508860993,6.6,111.518,109.6186265,3.7,95.1287,95.00983889
2013 NC St.,11.3,17.4046,0.86742212,2.187608494,11.6,116.772,115.5630992,-0.4,99.3673,98.14848003
2014 NC St.,6.2,10.5467,0.776829544,0.663952575,4.7,113.205,113.2337953,1.5,102.658,101.5950784
2015 NC St.,10.4,15.3629,0.852029295,1.033735931,6.4,114.001,113.2909892,4,98.6377,97.29357688
2018 NC St.,9.2,15.1323,0.81256836,0.873377725,7,116.426,114.6239638,2.2,101.294,100.898019
2023 NC St.,9.6,13.3052,0.840252489,1.128086817,5.9,113.894,112.9918202,3.7,100.589,97.80329022
2012 NC St.,8.8,13.1406,0.833784273,0.445041338,7.3,111.847,111.4351535,1.5,98.7065,96.85442537
2014 Nebraska,5.7,13.1363,0.805248848,1.288332513,0.5,108.82,108.6354844,5.2,95.6836,96.02124898
2017 Nebraska,2.5,5.15981,0.69054335,-5.445066456,-0.2,105.076,104.8266051,2.6,99.9162,97.75956241
2017 Nevada,9,13.3415,0.790976063,1.668131778,7.4,114.477,113.3212508,1.6,101.135,100.9376831
2018 Nevada,11.2,18.1814,0.850962737,2.485224463,9.4,119.901,117.8717475,1.7,101.72,101.3017749
2019 Nevada,12.9,18.9229,0.872330899,4.117607677,7.1,114,112.8745991,5.7,95.0771,95.504251
2023 Nevada,7,14.7927,0.794077489,0.656969749,4,112.039,108.7556352,3,97.2466,96.71223423
2010 New Mexico,9.7,17.3849,0.875784787,4.996440986,7.3,114.142,114.3811882,2.4,96.7568,96.51528916
2012 New Mexico,13.5,19.9522,0.903418147,2.916948348,6.4,110.405,109.1429032,7.1,90.4523,89.85894258
2013 New Mexico,10,20.7068,0.863657034,6.993705927,3.9,110.537,106.3896676,6,89.8302,90.61198882
2014 New Mexico,9.1,17.5475,0.86027988,4.542975191,5.8,113.782,113.7641504,3.3,96.2346,97.13228778
2010 New Mexico St.,1.4,6.12172,0.599985573,-2.186166974,7.9,111.342,109.0315332,-6.5,105.22,105.2548474
2012 New Mexico St.,6.7,11.6518,0.726679155,-1.874365443,8.3,109.141,106.0855913,-1.6,97.4887,97.43804906
2013 New Mexico St.,3.8,8.84441,0.712445824,-2.856204619,0.7,105.566,103.2649842,3.1,96.7219,95.43098715
2014 New Mexico St.,7,10.6331,0.745170663,-2.210074389,5.1,112.746,112.1048308,1.9,102.113,102.1179383
2015 New Mexico St.,4.5,7.0055,0.67115673,-4.257582215,0.8,106.825,104.3652718,3.7,99.8197,98.08753832
2017 New Mexico St.,3.9,7.31463,0.686413068,-0.251339074,3,110.052,108.7739248,0.8,102.738,101.6107815
2018 New Mexico St.,6.9,13.5573,0.80991611,1.325931184,1.7,108.457,106.721224,5.3,94.9001,94.08320982
2019 New Mexico St.,7.9,13.588,0.801251091,1.630322205,5.3,112.605,111.5502596,2.6,99.0173,98.81469904
2022 New Mexico St.,3.9,10.1026,0.726244393,0.706560443,2,107.805,106.0934414,1.9,97.7021,97.46379993
2017 New Orleans,-2.4,-0.517773,0.442573448,-6.298987993,-2.7,100.844,98.9031953,0.3,101.362,100.9075277
2012 Norfolk St.,-2.5,-2.44646,0.439350221,-2.669509839,-1.1,99.5279,97.79335078,-1.3,101.974,99.88869828
2021 Norfolk St.,-3.1,-3.74215,0.364499019,-5.040685704,-3,100.613,98.98220278,-0.1,104.355,103.8843546
2022 Norfolk St.,1,0.14543,0.437225497,-3.081692814,-0.2,102.43,99.87164329,1.2,102.285,102.088106
2008 North Carolina,20.2,28.1446,0.957195905,11.89689658,19.2,120.686,120.2407479,1,92.5415,91.77037238
2009 North Carolina,21.5,28.5574,0.9563757,7.708011214,20.3,122.645,121.7891062,1.2,94.0872,93.11259654
2011 North Carolina,15.4,21.5431,0.919675401,7.285169478,11.2,110.652,110.1570813,4.2,89.1087,89.1136171
2012 North Carolina,17.1,26.2727,0.950167149,8.348729772,13.7,117.11,115.8371529,3.4,90.8369,89.64350061
2013 North Carolina,11.1,17.1634,0.874975534,2.554215135,10,112.478,110.6832653,1.1,95.3146,93.45523276
2014 North Carolina,12,18.3881,0.881201243,4.271551475,8.2,111.545,111.7407765,3.8,93.1571,93.87211949
2015 North Carolina,17.8,23.7959,0.949552638,6.381758645,14.9,117.921,118.3672456,2.9,94.1249,91.70431091
2016 North Carolina,18.7,28.0379,0.941901951,8.532625156,13.8,121.139,120.1176805,4.8,93.1009,94.27642344
2017 North Carolina,19.4,28.0091,0.955067203,8.348208977,11.3,122.075,120.9873161,8.2,94.0654,92.74865651
2018 North Carolina,16.1,25.0348,0.930435207,7.12116393,10.3,121.959,121.099491,5.8,96.9241,96.65036077
2019 North Carolina,18.9,29.171,0.955948065,9.979789291,10.7,119.872,119.2311494,8.2,90.701,91.23784283
2021 North Carolina,11.7,20.0876,0.863328883,2.438319558,5.1,110.111,107.8845755,6.6,90.0231,91.90744697
2022 North Carolina,13.3,16.0459,0.866278414,4.258425563,7.8,113.057,112.827232,5.5,97.0108,95.90749431
2013 North Carolina A&T,-3.7,-5.32804,0.35035676,-11.27034933,-5.7,92.5828,91.02700966,1.9,97.9108,96.04813164
2014 North Carolina Central,6.9,8.29208,0.684020546,-0.500854398,0.5,107.276,106.2426489,6.4,98.9836,99.34197203
2017 North Carolina Central,1.3,0.961015,0.521610763,-5.080607268,-0.7,102.796,101.5026686,2,101.835,100.742083
2018 North Carolina Central,-6.2,-12.7366,0.169295285,-12.0150871,-4.3,98.1525,96.6758794,-1.9,110.889,111.0165825
2019 North Carolina Central,-5.4,-11.8864,0.24052479,-10.78352691,-3.6,96.6416,97.24130733,-1.8,108.528,107.4664382
2017 North Dakota,1.4,-0.311268,0.483890201,-5.3369786,1.2,102.854,101.8407641,0.2,103.166,102.41322
2009 North Dakota St.,8.4,12.4256,0.757784416,-0.660977522,10.8,113.637,111.6725885,-2.4,101.211,101.1284213
2014 North Dakota St.,9.2,12.5832,0.738930117,0.321227508,4.9,116.004,114.8487598,4.3,103.42,104.9144484
2015 North Dakota St.,-1.1,0.601364,0.489836131,-3.693055192,-4,102.68,100.5031379,2.9,102.079,100.8591204
2019 North Dakota St.,-1.5,-3.19855,0.421427807,-8.403422337,2.2,106.552,105.7920148,-3.7,109.751,108.7479539
2015 North Florida,2.7,2.91181,0.50936297,-4.91814195,5.5,108.032,105.0886854,-2.8,105.12,104.7469614
2010 North Texas,-0.9,-0.358811,0.458014814,-3.704088331,2.1,102.939,101.6049373,-3.1,103.298,103.1031704
2021 North Texas,7.2,11.6975,0.756106176,-2.42096974,3.6,105.362,103.7460455,3.5,93.6646,94.02485749
2015 Northeastern,2.6,4.82045,0.653733033,-4.245065608,1.4,107.892,106.6342515,1.2,103.071,100.9015063
2019 Northeastern,5,8.74685,0.685527192,-2.586877679,5.1,111.465,110.034842,-0.1,102.718,102.8254268
2011 Northern Colorado,1.8,4.58447,0.60199832,-4.462750692,1.9,106.011,104.7789349,-0.1,101.426,101.0757541
2009 Northern Iowa,5.3,9.85203,0.723869555,-1.573469544,0.8,110.659,108.5505599,4.5,100.806,99.82441229
2010 Northern Iowa,10.3,18.2648,0.885968745,3.888642381,-2.7,108.029,107.0148588,12.9,89.7638,89.5402854
2015 Northern Iowa,11.8,20.9503,0.920639063,5.562426197,0.9,115.17,114.0488554,10.9,94.2192,92.15676597
2016 Northern Iowa,6,10.0945,0.776267235,-1.979229755,-1.5,108.298,108.7918627,7.5,98.2039,97.63721836
2017 Northern Kentucky,-0.2,1.33605,0.532841639,-4.945878773,0.5,106.647,105.422114,-0.7,105.311,104.2229938
2019 Northern Kentucky,5,6.55918,0.677458079,-2.033542412,2.8,109.235,108.3671167,2.1,102.676,101.5948648
2023 Northern Kentucky,1.4,0.516867,0.49932023,-6.684010316,-0.9,103.337,101.084336,2.3,102.82,101.1082394
2017 Northwestern,9.4,15.511,0.860753411,1.965243389,3.6,111.189,111.1995492,5.8,95.6778,94.9100556
2023 Northwestern,10.4,14.8321,0.849840071,1.604013617,3.2,108.511,106.6372437,7.2,93.6787,91.71692943
2013 Northwestern St.,2.4,3.18756,0.584114516,-2.971170492,7.6,106.886,105.0101593,-5.2,103.699,101.9537309
2008 Notre Dame,12.2,19.1955,0.901626022,4.376777866,10.6,116.335,115.5585039,1.6,97.1396,95.30968256
2010 Notre Dame,9.4,18.3693,0.879503901,0.445146513,8.4,119.809,119.5912323,1.1,101.439,100.6080747
2011 Notre Dame,14,24.6542,0.937512346,7.664113319,9.8,121.279,121.7557323,4.2,96.6246,96.20832505
2012 Notre Dame,7.6,14.2112,0.789845108,2.220234208,1.4,110.251,108.0356773,6.2,96.0393,96.28685192
2013 Notre Dame,10.7,17.4382,0.879451473,3.837355134,6.1,115.515,114.4875142,4.6,98.0769,96.31863124
2015 Notre Dame,15.8,24.0703,0.925958483,8.442280586,13,124.623,124.3512171,2.8,100.552,99.82714045
2016 Notre Dame,11,15.9813,0.825090976,2.322235574,6.6,119.69,118.422634,4.4,103.709,103.4791876
2017 Notre Dame,13.9,21.0939,0.924621107,5.939069768,9.8,118.891,119.5014028,4.1,97.7973,96.09531541
2022 Notre Dame,9.8,13.6336,0.835300124,1.853657931,6.9,111.997,111.8750906,2.9,98.3632,97.14402012
2010 Oakland,3.6,3.71824,0.585994158,-0.944315845,6.4,107.635,106.0238995,-2.8,103.917,102.8686832
2011 Oakland,7.3,12.9371,0.789279755,0.365436386,13.4,117.282,115.6089156,-6.1,104.345,103.0669952
2010 Ohio,4.2,7.35379,0.650735507,-7.585815092,5.9,105.808,103.6900659,-1.7,98.4546,98.22841682
2012 Ohio,6.9,10.7829,0.779540224,0.446531181,2.3,105.736,104.2168994,4.6,94.9527,93.37738313
2021 Ohio,5.1,11.1142,0.76335005,-1.99569204,4.9,113.002,111.7863541,0.2,101.888,100.9627563
2009 Ohio St.,9.7,16.4647,0.863828216,3.218688525,2.9,113.731,111.6840253,6.8,97.2667,95.10915878
2010 Ohio St.,16.5,25.4713,0.939645557,5.625456623,8.5,117.429,116.2325792,8,91.9581,91.548987
2011 Ohio St.,21.8,32.232,0.973793484,11.68960128,11.4,123.643,123.2118105,10.4,91.4115,89.97577442
2012 Ohio St.,20.3,29.9016,0.969468364,7.713066166,10.8,117.705,115.5257614,9.5,87.8032,85.5241889
2013 Ohio St.,15.9,25.1682,0.939739525,7.153983703,7.5,114.487,113.3860979,8.5,89.3191,89.29411925
2014 Ohio St.,13.8,21.6743,0.919667602,4.509027389,2.1,109.354,109.3048988,11.8,87.6797,88.42503999
2015 Ohio St.,16.3,21.0066,0.915204929,2.395240686,9.7,115.312,114.1532131,6.6,94.3058,92.82163334
2018 Ohio St.,13.8,21.1094,0.923257458,4.513275252,7.3,116.15,115.9668197,6.6,95.0408,93.41051749
2019 Ohio St.,9.8,15.0781,0.835014991,0.85308965,3.5,109.268,108.3453791,6.3,94.1896,94.09602587
2021 Ohio St.,14.2,25.4253,0.928694072,5.993255185,10.6,122.274,121.3983715,3.6,96.8491,97.1132158
2022 Ohio St.,11.5,15.8224,0.857824799,1.327227505,8.6,116.627,116.2910431,2.9,100.804,99.46498038
2008 Oklahoma,9.5,15.0751,0.858816999,2.801647015,2.6,109.474,107.9506253,6.9,94.3986,92.26584615
2009 Oklahoma,14.5,23.2882,0.929383414,7.410585876,10.8,117.928,117.6198817,3.7,94.6403,94.00508133
2013 Oklahoma,9.7,14.3172,0.834719411,0.376509189,6.4,111.409,109.5158106,3.3,97.0916,95.13025863
2014 Oklahoma,9.5,18.4058,0.877280842,4.103481375,11.4,117.886,118.4373168,-1.9,99.4806,99.81780464
2015 Oklahoma,13.9,24.1001,0.934763459,4.249322904,7.4,111.785,109.9986092,6.6,87.6854,87.26641289
2016 Oklahoma,14.9,24.849,0.938399918,7.875876325,10.1,117.285,117.5947637,4.8,92.4357,92.79727632
2018 Oklahoma,9.4,14.419,0.856447956,1.093316178,6.8,115.128,115.8066403,2.7,100.709,99.14755731
2019 Oklahoma,10.6,15.5345,0.863047464,2.5313673,4,109.401,108.8707584,6.6,93.8663,92.76680247
2021 Oklahoma,11,16.6439,0.863096412,0.29647846,6.4,111.427,111.0984458,4.6,94.7836,94.6615651
2009 Oklahoma St.,11.1,17.7655,0.883211846,2.735390827,12.3,115.065,114.8716472,-1.2,97.2997,96.34010194
2010 Oklahoma St.,9.6,16.5333,0.892913482,1.794929218,6.1,111.497,112.2901486,3.5,94.9637,93.37878413
2013 Oklahoma St.,11,19.4182,0.907511656,3.176948668,5.4,109.664,107.8782531,5.6,90.2456,88.44910694
2014 Oklahoma St.,14.1,21.5328,0.916684354,1.382758366,10.3,115.772,116.4283059,3.8,94.2393,94.51352203
2015 Oklahoma St.,9.5,16.1789,0.843219208,0.045357881,3.6,111.825,109.7145961,6,95.6458,94.78286491
2017 Oklahoma St.,12.4,22.1043,0.920883756,3.349078892,11.1,124.834,125.148311,1.3,102.73,101.0961534
2021 Oklahoma St.,10.2,18.7671,0.872077017,4.845431886,3.9,110.059,109.0009925,6.3,91.2923,92.24502467
2010 Old Dominion,11.3,17.6423,0.88272985,0.759300968,0.3,107.842,106.6164456,11,90.1999,89.45293724
2011 Old Dominion,9.5,14.251,0.808969525,2.36066036,-0.5,109.126,107.7357162,10,94.8747,95.02826262
2019 Old Dominion,3.6,5.57853,0.642428586,-1.57635545,-1.9,101.929,100.4467729,5.5,96.3508,95.45723546
2008 Oral Roberts,5.6,11.1323,0.76456002,-0.941318361,-0.9,104.822,102.3413148,6.5,93.6893,92.37830796
2021 Oral Roberts,1.4,1.21622,0.522097769,-4.935292487,3.4,108.656,107.5116181,-1.9,107.44,106.6878975
2023 Oral Roberts,5.7,13.2487,0.761193255,1.593963281,5.4,115.289,111.9214761,0.3,102.04,101.189468
2008 Oregon,9.9,16.6554,0.851737728,0.789268358,11,119.29,117.8196582,-1.1,102.634,101.2031022
2013 Oregon,8.8,14.8613,0.850817018,2.898915928,6.4,105.529,103.7609611,2.4,90.6673,89.18353684
2014 Oregon,11.4,18.783,0.854274186,2.664826334,11.7,118.258,117.3309349,-0.2,99.4749,100.6061747
2015 Oregon,3.6,13.1844,0.806197561,2.954484122,7.1,114.457,112.6432828,-3.5,101.273,99.51122221
2016 Oregon,13,22.7847,0.903812796,6.715059523,8.3,119.63,117.7320094,4.7,96.8455,96.89229341
2017 Oregon,17.4,23.8276,0.922458993,5.960269247,10.7,117.728,115.9097564,6.8,93.9002,93.45565598
2019 Oregon,11.6,15.1521,0.826864845,-0.972878248,3.7,107.7,106.4253497,7.8,92.5481,92.89606614
2021 Oregon,11.2,17.6799,0.878148065,4.756763346,8.2,114.453,114.0574794,3,96.7728,96.05900634
2016 Oregon St.,6.8,12.4371,0.784882029,0.324350998,1.8,110.836,109.8305357,5,98.3992,98.13918182
2021 Oregon St.,7.5,10.1728,0.767062561,0.385676587,5.3,109.326,109.1271152,2.3,99.1533,98.38405519
2013 Pacific,2.5,5.53976,0.629006749,-4.967394484,-0.5,106.871,105.7366107,3.1,101.331,100.9920495
2018 Penn,4.2,3.69539,0.653115981,-3.32889329,-0.1,103.553,102.9485915,4.3,99.8577,97.43707399
2011 Penn St.,7.5,14.4209,0.831702758,1.467660322,-0.4,111.847,111.1541224,7.9,97.4264,96.73579691
2023 Penn St.,10.2,15.0367,0.839695263,1.327175022,8.4,116.826,115.4032013,1.8,101.79,99.92654449
2008 Pittsburgh,13.3,19.5116,0.901956205,5.258471978,7.2,116.407,116.1094518,6,96.8952,95.73304948
2009 Pittsburgh,18.1,29.4777,0.960820287,8.615555108,11,121.48,120.9598892,7,92.002,91.58160652
2010 Pittsburgh,12.5,18.7753,0.883425631,3.680212205,3,111.307,110.0148099,9.5,92.5315,92.25014814
2011 Pittsburgh,18.2,27.4261,0.947687138,7.492013851,8.8,119.627,118.9989334,9.4,92.2012,92.50109014
2013 Pittsburgh,16.7,25.1014,0.928689376,3.11129457,4.5,116.301,114.0762785,12.2,91.1994,91.25643487
2014 Pittsburgh,15.4,21.5198,0.922891207,4.169932555,7.1,116.412,117.1177764,8.3,94.8924,94.37992661
2016 Pittsburgh,12.3,16.2013,0.863272853,1.771524481,5.2,115.484,115.2958565,7.1,99.2827,98.22521215
2023 Pittsburgh,8.3,11.2663,0.764623809,-0.250946766,5.4,115.103,112.4913011,2.9,103.837,101.537056
2008 Portland St.,2.9,5.83665,0.59486473,-3.38518147,3.8,108.411,105.2781114,-0.9,102.574,101.8197809
2009 Portland St.,3.1,4.85027,0.610206091,-3.835692798,4.9,108.934,106.9043895,-1.9,104.084,102.8182459
2019 Prairie View A&M,-2.6,-4.30871,0.386212576,-6.886617848,-1.2,101.53,100.9628803,-1.4,105.838,105.1130532
2011 Princeton,4.6,8.81724,0.714543765,-0.110272902,0.1,106.219,105.6097214,4.6,97.4016,97.51078517
2017 Princeton,8.3,12.5002,0.783052538,-0.433296063,3.9,109.396,107.8575923,4.4,96.8962,96.46682768
2023 Princeton,4.5,5.5658,0.659721483,-3.192400978,3,109.093,107.609899,1.5,103.527,101.5897648
2014 Providence,8.8,14.7367,0.814789477,1.27530951,6.2,114.031,113.1836937,2.7,99.2945,99.5033717
2015 Providence,10.4,17.5673,0.879588346,3.552458314,5.8,112.954,111.7856825,4.6,95.3871,94.03501089
2016 Providence,7.4,13.5932,0.82672042,3.34946552,3.8,109.321,108.9466059,3.6,95.7275,95.10514862
2017 Providence,8.3,12.8992,0.816985129,0.605929129,2.8,108.021,107.3521058,5.4,95.1217,94.25675861
2018 Providence,7.7,11.9189,0.79814503,1.911543741,2.5,108.926,108.54793,5.1,97.0075,96.31741503
2022 Providence,10.7,13.8797,0.834640333,5.876812549,5.4,111.929,111.5713198,5.3,98.0491,96.9205942
2023 Providence,10.4,14.7305,0.826295416,1.346381062,7.3,116.847,114.9424042,3.1,102.117,100.3650562
2008 Purdue,9.9,18.089,0.895039505,3.808773503,3.9,109.692,108.725399,6,91.6027,90.23820737
2009 Purdue,13.5,21.9637,0.928349842,3.914585545,5.6,110.175,108.8742983,8,88.2115,87.13381224
2010 Purdue,14.9,22.5959,0.933634325,6.538677773,5.6,110.762,109.8363682,9.3,88.1665,87.27699612
2011 Purdue,16.2,25.6115,0.937770376,6.977791941,7.1,115.013,113.7035707,9.1,89.4016,89.81123804
2012 Purdue,11.6,15.9933,0.861905596,1.750966873,7.5,116.142,114.9698102,4.1,100.148,98.04573736
2015 Purdue,9.9,13.9802,0.853030721,0.901718951,4.6,110.824,110.144969,5.3,96.8436,94.52629933
2016 Purdue,15.9,24.5939,0.932531971,4.450108707,7.7,117,116.5604777,8.2,92.4061,92.76233919
2017 Purdue,16.1,24.2236,0.935137281,5.565805626,8.9,116.912,116.0175397,7.2,92.6889,91.99229596
2018 Purdue,19,26.6663,0.957068104,7.63675581,12,123.248,123.4623534,7,96.5818,94.25469783
2019 Purdue,17.4,26.0512,0.937689513,6.1044911,11.8,121.093,121.0373868,5.6,95.0422,95.6155254
2021 Purdue,11.6,22.2716,0.890037813,3.724151933,6.2,113.612,111.5177974,5.4,91.3407,92.976524
2022 Purdue,16.4,22.2872,0.933184093,7.013137618,12.7,121.268,122.638182,3.6,98.9804,97.5108364
2023 Purdue,15.4,24.5463,0.944604581,9.390576373,9,119.362,118.548316,6.5,94.8154,92.63698577
2009 Radford,-0.5,-0.465293,0.456058793,-6.42508265,2,101.326,99.64486258,-2.5,101.791,101.1835222
2018 Radford,0.1,-0.0477779,0.452069313,-6.527889489,-1,103.581,101.5313216,1.1,103.629,103.2434954
2017 Rhode Island,10.4,15.6156,0.84984873,0.410078875,4.8,110.668,110.0608853,5.6,95.0527,94.66098839
2018 Rhode Island,10.5,14.3818,0.821952646,1.60042135,4.7,111.71,110.0816616,5.9,97.328,96.37153549
2010 Richmond,9.7,15.2274,0.845933736,2.71541495,2.1,108.108,106.5182034,7.7,92.8809,91.85615989
2011 Richmond,10.2,15.5729,0.83426134,1.833008452,2.8,111.003,110.1944757,7.4,95.4298,95.74738637
2022 Richmond,7,9.82501,0.715206666,-1.645127749,4.5,109.146,107.7142374,2.5,99.3205,99.42578925
2009 Robert Morris,2.7,1.5095,0.546893683,-4.974778537,1.2,101.428,101.2529968,1.5,99.9183,99.61008156
2010 Robert Morris,-0.2,-1.83054,0.425853384,-6.358046809,-0.9,99.6218,98.93169505,0.7,101.452,101.5357927
2015 Robert Morris,-0.5,-1.54229,0.419481129,-8.297015798,-0.1,102.327,99.87694226,-0.4,103.869,102.7389549
2021 Rutgers,9.6,18.1428,0.845963863,1.745680794,3.2,108.651,106.5994701,6.4,90.5084,91.9243924
2022 Rutgers,7.3,10.8648,0.736489794,-0.700541401,3,106.375,104.5682425,4.3,95.5107,95.62800331
2008 Saint Joseph's,9.3,14.5658,0.832778721,-1.240719864,6.1,114.718,113.2789712,3.2,100.152,98.51897806
2014 Saint Joseph's,7.4,13.0273,0.839387834,2.224222175,3.8,111.261,112.9113961,3.6,98.2332,97.78831772
2016 Saint Joseph's,8.7,14.6358,0.854585385,3.565320835,6.5,113.435,112.9999561,2.2,98.7988,96.87147043
2012 Saint Louis,12,20.5785,0.92187326,2.774592022,1.6,111.629,111.0409121,10.4,91.0501,89.59356168
2013 Saint Louis,10.7,20.269,0.90611725,3.891099383,1.9,108.951,107.88283,8.8,88.6822,88.57987465
2014 Saint Louis,9.9,15.792,0.8593768,3.902299476,1,105.599,105.3895135,8.9,89.8073,90.04063739
2019 Saint Louis,4.5,6.27254,0.661405779,-2.96556013,-1,102.575,101.0981474,5.5,96.3024,95.37998412
2008 Saint Mary's,9,15.7105,0.85549478,1.206870252,5.1,110.005,108.2150971,3.9,94.2943,92.71038619
2010 Saint Mary's,9.2,19.4058,0.875197913,2.032184539,8.3,116.442,115.2318143,0.9,97.0364,97.27858221
2012 Saint Mary's,10.9,15.5262,0.827488044,2.860684782,6.4,114.424,112.0010439,4.5,98.8981,97.72589959
2013 Saint Mary's,12.1,18.9259,0.880764508,2.689674467,8.6,116.686,114.9612879,3.5,97.7603,96.61261984
2017 Saint Mary's,16.6,24.6377,0.932175526,3.872221944,10.9,118.894,118.1022083,5.7,94.2568,94.03549641
2019 Saint Mary's,10.4,17.7106,0.862853041,-0.606433382,7.3,114.634,114.174056,3.1,96.9231,97.29955437
