team_year,2p%_off,3p%_off,eff_off,ft%_off,2p%_def,3p%_def,eff_def,ft%_def
2022 Richmond,52.2,33.8,105.575,72.5,50,34.3,100.278,72.3
2009 Robert Morris,51,39.7,104.604,70.7,45.5,36.7,95.8443,66.5
2010 Robert Morris,46.7,36.5,100.862,66.1,46.2,32.3,96.3557,71.6
2015 Robert Morris,47.6,38,103.062,71.4,47.5,33.4,100.76,66.2
2021 Rutgers,51.9,31.1,101.449,63.2,47.4,32.1,99.1205,70.4
2022 Rutgers,49.1,33.6,102.697,70.1,46.5,34,99.4951,73
2008 Saint Joseph's,52.8,38.5,112.039,72.6,47.2,36.9,102.256,68.4
2014 Saint Joseph's,52,38,107.73,64.1,46.1,33.7,101.03,68.6
2016 Saint Joseph's,52.5,32.7,109.969,71.3,48.9,31,98.8604,69.1
2012 Saint Louis,50.2,36.9,107.991,71.5,43.8,32.1,89.0257,72.8
2013 Saint Louis,50,34.7,106.054,70.6,44.3,32.8,89.4104,65.6
2014 Saint Louis,50.5,32,103.028,71.1,44.1,29.1,91.1002,69.4
2019 Saint Louis,47.1,30.8,100.399,59.8,46.9,31.3,95.4529,71.8
2008 Saint Mary's,52.1,35.8,109.867,66.8,44.1,31,92.1115,68.6
2010 Saint Mary's,52.3,41.1,116.162,76.5,46.7,28.3,97.6123,64.6
2012 Saint Mary's,54.7,34.4,112.819,72.9,45.9,36.8,96.5194,67.1
2013 Saint Mary's,53.2,37.3,115.552,73,43.9,36.9,98.0809,72.7
2017 Saint Mary's,56.5,39.9,118.452,74.8,45.1,30.3,92.6317,68.6
2019 Saint Mary's,52.5,37.8,112.69,74.5,49.1,31.8,99.1877,73.9
2022 Saint Mary's,52.6,35.1,106.095,76.7,47,34.4,93.3164,71.4
2023 Saint Mary's,51,36.7,110.407,69.1,45.6,32.8,93.3983,75.2
2011 Saint Peter's,43,34.8,92.8353,64.3,40.6,30.6,90.9427,65.1
2022 Saint Peter's,45.9,34.8,98.7557,68.5,44,29.4,92.3289,73.5
2010 Sam Houston St.,52.1,38.5,111.74,70.9,50.2,33.6,101.283,69.3
2008 San Diego,48.6,34.1,98.9013,66.9,48.5,33.4,95.9717,66.2
2010 San Diego St.,53.6,32.3,107.887,61.4,43.4,35.8,96.0161,69.6
2011 San Diego St.,51.1,33.6,110.503,70,43.2,30.5,91.7511,71.9
2012 San Diego St.,50.2,33.7,102.874,70.2,44.4,33.7,93.9885,70.1
2013 San Diego St.,48.4,32.4,102.521,68.4,42.4,31.9,91.8765,68.3
2014 San Diego St.,45.4,33.9,106.932,66.4,43.6,30.8,90.8125,68.2
2015 San Diego St.,46.1,32.1,100.656,63,41.2,30.6,87.3381,69.6
2018 San Diego St.,52.3,34.3,109.484,72.2,48.3,33.1,97.2819,72.6
2021 San Diego St.,50.5,37.5,109.872,71.9,44.6,32.8,91.4916,73.2
2022 San Diego St.,46.6,35.8,99.3087,69.5,43.1,30.4,87.9036,67.3
2023 San Diego St.,49.4,34.4,106.67,73.6,49.9,29.2,95.1386,73.6
2022 San Francisco,53.9,34.7,107.272,69.2,48.4,28.9,94.4226,71
2016 Seton Hall,49.1,35.3,105.725,66.6,44.3,31.6,95.663,67.9
2017 Seton Hall,50,33.7,104.876,64.3,48,34,100.769,71.7
2018 Seton Hall,52,36.4,110.561,69.3,49.8,33.4,102.558,73.2
2019 Seton Hall,50.8,32.4,104.576,70.8,48.7,33.6,100.893,73.9
2022 Seton Hall,46.2,33.3,103.686,75.6,44.8,31,96.4278,77.3
2008 Siena,48,37.5,108.872,68.3,49.2,38,100.328,63.8
2009 Siena,52,33.5,107.494,66.2,48.3,33.8,96.719,68.5
2010 Siena,50.3,32.3,106.943,67,47.2,32.9,92.6837,63.6
2015 SMU,51.9,36,109.913,70.5,43.1,32.2,94.6256,68
2017 SMU,51.2,40.6,116.641,69.5,43.5,32.2,93.8224,69.1
2008 South Alabama,53.2,37,113.078,71.1,47.2,32.6,97.4684,66.4
2017 South Carolina,45,33.4,101.278,69.3,45.3,29.6,91.2888,71.1
2012 South Dakota St.,50.7,39.3,113.407,73,50.5,32.4,98.6655,68.9
2013 South Dakota St.,50.2,39.4,112.436,77.3,49.6,35.5,102.553,68.6
2016 South Dakota St.,49.7,36.2,110.364,74.2,46.8,33.1,100.037,72.1
2017 South Dakota St.,53.4,36.1,110.093,77.1,52.4,37.3,111.611,72.8
2018 South Dakota St.,51.2,39.2,114.095,76.4,49.8,33.8,103.379,71.4
2022 South Dakota St.,56.3,44.2,119.382,76,50.6,35.2,103.747,74.1
2012 South Florida,48.9,31.1,96.7684,71,43.5,30.6,94.1597,70.3
2023 Southeast Missouri St.,50,33.3,102.664,71.8,50.8,35.3,103.119,69
2013 Southern,46.2,36.4,101.742,68.8,40.4,29.6,89.0148,67.2
2016 Southern,47.4,34.5,102.543,67.3,47.5,32,99.7801,66.6
2012 Southern Miss,43.3,35.5,106.074,73.7,48.8,36.1,99.0832,72.3
2012 St. Bonaventure,50.9,34.1,106.567,76,46.1,32.4,97.9533,71.2
2018 St. Bonaventure,48.5,39.8,111.094,75.4,49.6,32,101.078,71.7
2021 St. Bonaventure,49.3,35.4,108.487,73.4,45.1,30.6,92.6373,65.1
2011 St. John's,49.4,33,105.155,71.1,47.4,36.6,99.5019,69.8
2015 St. John's,47.9,35.1,104.366,69.1,44.8,32.4,99.3852,65.3
2019 St. John's,51.2,36.2,105.988,72.5,50.5,34.1,102.514,70.8
2008 Stanford,48.2,36,108.798,69.6,41.6,33.5,93.2203,66.3
2014 Stanford,50.3,37.1,108.976,70.3,45.8,35.5,101.73,71.9
2009 Stephen F. Austin,48.7,31.9,97.6695,66.4,42.5,28.6,88.3079,71.2
2014 Stephen F. Austin,52.3,35.2,116.078,71.1,49.5,34.8,96.7428,68.8
2015 Stephen F. Austin,55.6,38.1,115.74,73.2,48.2,33.6,96.5187,69.6
2016 Stephen F. Austin,55.1,37.5,115.066,74.4,49.5,33.2,93.0518,67.1
2018 Stephen F. Austin,52,37.4,107.235,70.1,47.1,35.9,93.9618,69.4
2016 Stony Brook,51.9,37.5,111.257,66.8,45.2,34.2,95.9682,71
2009 Syracuse,55.1,35.4,109.274,64,48.4,29.5,98.5211,63.7
2010 Syracuse,57.2,38.5,114.239,67.1,45.9,31,94.217,63.8
2011 Syracuse,52.5,35.7,110.378,66,44.5,30.8,95.1008,66.3
2012 Syracuse,52,34.5,111.423,69.1,42.9,30.6,90.8197,66.7
2013 Syracuse,48.8,33.4,107.714,67.5,42.9,29.8,92.0136,67.8
2014 Syracuse,47.5,33.5,111.717,70.3,45.8,34.6,97.7423,66.9
2016 Syracuse,47.6,36.1,106.806,68.3,48.7,30.4,99.7255,66.7
2018 Syracuse,46.7,32.1,103.016,74,44.8,32.8,98.3289,74.3
2019 Syracuse,49.5,33,103.506,68.1,46.5,32.3,97.0521,72.1
2021 Syracuse,50.8,33.8,108.366,78.4,49.2,31.7,101.139,74.9
2018 TCU,55.2,40,116.043,70.8,50.4,37.9,106.375,72.9
2022 TCU,50.5,30.3,101.094,66.8,47.9,31.5,96.6485,71.2
2023 TCU,51.9,30.6,105.499,70.1,49.1,30.4,95.5984,71.1
2008 Temple,53.6,37.2,108.934,74.1,46.2,35.9,102.736,71.9
2009 Temple,49.1,36.7,105.848,69.8,43.3,34.3,97.4414,67
2010 Temple,48,33.8,103.886,68.9,42.5,28.1,89.1959,69.5
2011 Temple,48.9,35.4,107.186,69.4,43.4,35.1,93.5883,70.3
2012 Temple,50.3,39.9,108.984,71.9,47.8,33.7,99.8554,70.2
2013 Temple,48.7,33.4,107.056,72.5,46.8,35.5,100.225,72.4
2016 Temple,44.5,34,102.785,68.4,46.5,31.4,100.746,74
2019 Temple,50.4,33.1,105.306,73.1,51.1,32.7,100.186,67.7
2008 Tennessee,51.7,36.4,113.093,65.4,50.8,31,97.7163,67.4
2009 Tennessee,52.8,31.4,109.2,67.4,50.1,33.7,101.271,68.4
2010 Tennessee,51.7,31.3,103.24,66.9,45.5,29.3,91.8969,69.6
2011 Tennessee,48.8,30.4,103.67,68.3,46.3,33.2,98.9857,70.6
2014 Tennessee,49.2,33,111.688,70.8,43.9,34,97.0495,69.4
2018 Tennessee,47,38.4,109.697,75.6,46.1,31.9,97.8825,71.2
2019 Tennessee,55.7,36.2,116.307,76.7,44.6,34.4,98.9814,65.7
2021 Tennessee,49.8,33.8,105.227,74.6,44.8,31.8,91.6883,73.1
2022 Tennessee,48,35.8,105.997,71.2,45.8,31.2,90.464,70.6
2023 Tennessee,51,32.9,108.476,71.4,44.6,26.2,87.5278,72.2
2008 Texas,48.7,37.7,113.986,68.9,43.6,33.2,98.3626,67.1
2009 Texas,48.1,32.1,106.538,67.1,43.5,34,96.2428,67
2010 Texas,51.2,34.5,108.636,63.4,43.5,32.1,93.5525,68.6
2011 Texas,48.1,37.7,109.459,64.5,41.5,29,89.996,68.6
2012 Texas,48.6,32.7,107.097,73.1,44.2,35.3,98.0521,68.1
2014 Texas,46.9,32.4,106.37,66.4,42.9,34.2,100.598,68.9
2015 Texas,48.6,33.9,106.502,72.4,37.8,34.8,94.5966,66.1
2016 Texas,48.5,33.9,105.726,66.5,45.6,34.3,101.058,69.5
2018 Texas,51.4,31.5,103.408,66.8,47.1,33,98.631,71.7
2021 Texas,52.4,35.7,106.848,70.8,45.8,32.3,97.8468,68.1
2022 Texas,50.9,32.3,105.723,74.9,46.1,31.6,91.9048,66.9
2023 Texas,53.8,33.9,109.362,75.2,47.2,32.7,94.4193,72.4
2008 Texas A&M,51.2,35.6,107.464,63.8,41.8,33.9,93.7989,66.6
2009 Texas A&M,48.1,36.7,107.478,69.1,46.1,35.9,99.9476,68.4
2010 Texas A&M,49.4,33.6,107.13,66.3,45,33.9,97.1712,70.2
2011 Texas A&M,49.1,33.7,106.504,70.4,45.9,31.8,96.2696,68.9
2016 Texas A&M,50.7,35,110.081,67.3,45.6,32.9,95.4495,65.7
2018 Texas A&M,52.1,32.7,105.931,66.7,45.1,32.4,99.0639,68.1
2023 Texas A&M,49,32.8,108.864,75.9,47.4,32.3,98.0857,70.4
2022 Texas A&M Corpus Chris,47.3,31.6,102.501,75,50.5,31.5,98.6743,75.4
2023 Texas A&M Corpus Chris,49,36.9,109.864,80,54.1,33.3,102.144,69.1
2014 Texas Southern,50.6,35.9,109.188,71.1,48.5,35.5,106.076,68.4
2015 Texas Southern,50,32,103.362,66.2,48,34.2,102.421,64.4
2017 Texas Southern,50.1,29.7,106.57,73.3,49,32.4,102.692,68.1
2018 Texas Southern,48.7,36.3,106.41,71.9,49.5,37.1,109.311,66.8
2021 Texas Southern,51,27.7,99.7677,70.8,45.2,32.4,95.3916,69.8
2022 Texas Southern,49.2,31.7,99.3772,67.1,45.2,29.5,94.3754,65.6
2023 Texas Southern,47.4,28.7,94.0655,66,48.7,33.6,101.105,70.9
2016 Texas Tech,49.2,34.5,107.068,74.6,47.2,35.2,103.316,70.4
2018 Texas Tech,51.5,36.6,109.214,70.1,45.1,32.8,94.2083,69.6
2019 Texas Tech,52.9,36.8,108.08,72.8,41.3,30.1,87.1746,69.2
2021 Texas Tech,48.7,34.6,107.923,71.1,44.8,35,93.8813,68.3
2022 Texas Tech,55.1,31.4,104.973,69.9,44.3,31.3,88.3557,68.3
2017 Troy,50.8,35.5,109.346,72.3,49.5,33.7,104.153,72.5
2014 Tulsa,49.6,32.5,105.665,67.5,42.9,35.3,96.9019,68.6
2016 Tulsa,51,32.9,106.594,67.8,44.7,36.3,100.324,74.9
2011 UAB,50.9,33.7,106.758,71.9,45.2,31,96.0089,69.8
2015 UAB,46.9,33.2,101.144,73.9,47,31.8,99.5814,68.4
2022 UAB,50.6,38.3,111.84,73.9,47.5,32.4,95.4026,71.1
2017 UC Davis,46.9,35.1,98.5122,66.1,48.1,32.7,97.7913,70.8
2015 UC Irvine,47.7,38.3,103.694,68.3,42.3,33.6,98.2044,69.8
2019 UC Irvine,50.3,36,108.285,70,40.7,33.3,94.5646,70.9
2010 UC Santa Barbara,48.2,37.8,99.8584,68.2,49.3,30.5,97.4716,66.4
2011 UC Santa Barbara,49.8,37,102.863,76.5,42.3,36.6,99.8333,70
2021 UC Santa Barbara,53.4,34.8,109.661,76.3,46.6,33.4,94.1696,76.2
2023 UC Santa Barbara,54.8,35.1,109.642,73.7,48.9,34.5,100.429,75.2
2019 UCF,52.5,35.4,107.069,64.5,44.6,31.3,95.5875,64.6
2008 UCLA,52.9,33.8,113.555,73.6,46.8,34.2,91.6434,68.1
2009 UCLA,54.1,39.8,115.929,72.1,48,36.2,97.0572,69.4
2011 UCLA,50.9,32.9,103.484,68.3,44.1,34.2,96.8479,66.7
2013 UCLA,49.1,33.9,105.896,72.2,46.9,31.9,97.7999,66.6
2014 UCLA,52.8,39.1,115.426,74.9,48.8,34.6,99.9588,67.1
2015 UCLA,47.2,36.3,105.49,67.6,45.7,35.5,100.356,70
2017 UCLA,58.8,40.5,120.722,74.5,45,36.2,101.061,67.1
2018 UCLA,51.3,38.3,111.895,72.2,47.4,34.9,104.073,70
2021 UCLA,50.6,36.7,108.256,72.1,49.4,35.1,102.131,73.6
2022 UCLA,49.6,35.2,111.821,73.6,47.3,32.2,94.6157,72.3
2023 UCLA,50.4,34.7,109.714,72.2,46.8,31.1,89.6305,69.7
2008 UMBC,49.3,38.8,113.879,73.8,48.7,36.1,105.618,74
2018 UMBC,48.3,38.2,104.772,65.1,50.8,35.9,102.773,68.3
2011 UNC Asheville,49.1,32.9,101.445,70,46.1,34,96.5695,68.5
2012 UNC Asheville,52.9,34.8,110.746,77.2,50.4,35.4,101.613,66.5
2016 UNC Asheville,50.6,32.2,104.894,70.1,51.7,28.8,97.0228,70.6
2023 UNC Asheville,51.4,38.8,104.637,69.3,49.1,30.5,99.299,71.8
2018 UNC Greensboro,50.9,35.6,106.847,70.1,47,32.3,93.961,73.4
2021 UNC Greensboro,50.3,30,104.391,68.3,48.3,31.9,95.5017,70.5
2016 UNC Wilmington,51.2,34.1,109.082,70.4,45.5,34.1,100.524,70.7
2017 UNC Wilmington,56.1,36,118.069,68.9,54.2,33.7,105.225,70.7
2008 UNLV,47.7,33.5,105.643,74.4,46.7,29.9,94.9099,66.6
2010 UNLV,53.6,33.1,107.214,72.1,43.3,33.3,94.0021,70.2
2011 UNLV,51.6,33.1,106.286,69,43.8,32.4,92.4839,69.6
2012 UNLV,51.6,37.3,106.341,68.4,44.4,33.1,93.654,67.9
2013 UNLV,49.4,32.7,102.694,70.6,42.6,31.3,92.0554,69.8
2008 USC,51.9,38.4,103.965,68.5,43.9,30.4,95.0369,69.1
2009 USC,51.4,32.9,104.566,66.6,44.3,33.7,97.5739,69.8
2011 USC,48.5,35.7,103.258,65.3,44.7,33.3,97.2053,70.2
2016 USC,49.2,38.5,109.548,67.8,46.7,32.3,101.294,70.1
2017 USC,50.5,36.3,110.855,73.9,46.8,36.5,102.912,71.3
2021 USC,52.1,34.8,108.537,64.7,42.2,34.2,94.8746,72.8
2022 USC,50.1,35.4,106.564,66.6,41.6,33.7,96.9625,71.3
2023 USC,51.1,34.5,105.647,74.4,42.4,33.4,97.7374,71.9
2008 UT Arlington,52.7,34.7,100.733,67.6,46.3,32.2,97.5142,67.1
2009 Utah,53.9,37.6,107.716,78.7,41.9,35,96.2666,71.9
2015 Utah,52.8,40.2,113.65,70.2,40.9,31.6,91.0838,67.3
2016 Utah,55.8,36,111.524,71.7,43.8,36.8,101.349,72
2009 Utah St.,54.2,39.9,117.558,74.5,44.3,36.7,100.565,74.1
2010 Utah St.,52.2,42.2,117.043,76.2,44.6,32.1,95.6534,70.9
2011 Utah St.,51.5,35.8,110.473,73.6,42.4,30,89.8328,66.9
2019 Utah St.,54.7,35.7,112.264,74.8,42.1,34.8,95.2464,70.8
2021 Utah St.,49.6,33.6,104.427,71.8,42.9,33,89.3923,73.8
2023 Utah St.,54.1,38.5,111.983,76.7,45.9,34.3,100.749,74.2
2010 UTEP,53.4,34.7,106.576,67.2,43.3,30.7,90.3511,66.9
2011 UTSA,46.6,36.3,102.713,72,47.9,33.6,102.999,70.4
2013 Valparaiso,56.1,37.5,109.365,73.7,44.5,33.6,95.5053,72.8
2015 Valparaiso,48.5,38.1,107.552,68.7,42.1,33,93.9359,69.9
2008 Vanderbilt,50.6,40.4,110.172,73.6,48,34.7,101.634,68.7
2010 Vanderbilt,51.6,37,109.144,72.7,45.4,33.6,98.7092,63.5
2011 Vanderbilt,51.1,37,110.92,74.7,45.7,30.6,98.6379,70.3
2012 Vanderbilt,50.8,38.9,108.703,69.8,46.9,30.7,96.6557,70
2016 Vanderbilt,50.5,38.8,110.017,69.9,42.7,29.2,96.8101,67.4
2017 Vanderbilt,48.3,37.7,105.957,77.6,46.7,33.6,100.9,70.4
2009 VCU,50.7,36.9,108.317,70.5,42.6,33.4,94.895,70.1
2011 VCU,48.8,35.9,107.434,71.9,49.2,35.5,101.36,67.9
2012 VCU,45.6,33.7,103.222,68.9,46.9,31.8,90.0179,69
2013 VCU,50.4,35.2,111.348,70.1,49.7,33.6,94.093,68.3
2014 VCU,45.5,34.9,105.321,67.4,48.5,30.1,90.8369,66.6
2015 VCU,47.2,34.2,106.572,65.6,48.1,34.4,96.5822,69.6
2016 VCU,49.6,35.6,109.987,69,48.4,33.6,95.4471,67.6
2017 VCU,51.5,33.4,106.826,70.7,45.5,33.8,95.0426,69.5
2019 VCU,53.7,30.7,102.78,69.8,43.8,27.6,88.5061,68.9
2021 VCU,51.7,32.9,101.518,76.1,45.9,30.5,92.1215,69.4
2023 VCU,52.3,34.7,104.381,69.7,46.2,32.3,92.132,70.3
2010 Vermont,48.8,32.1,104.818,68.9,43.2,31.5,94.7835,68.8
2012 Vermont,48.4,34.6,104.305,74.2,44.9,31.9,93.9008,67.4
2017 Vermont,55.6,36.7,112.739,70,46.7,34.5,96.2827,70.7
2019 Vermont,52,35.3,109.909,75.3,46.5,35.3,94.7423,72.5
2022 Vermont,58.9,36.8,114.506,74.7,45.2,34.4,92.9081,68.4
2023 Vermont,55.5,36.2,109.144,70.3,50,34.6,100.594,72.4
2008 Villanova,47.7,34.2,105.009,72.3,48.4,37,100.144,68.4
2009 Villanova,49.8,36.8,110.17,74.2,45,33.9,95.8818,68.1
2010 Villanova,51.1,37.6,113.54,75.1,45,33.8,100.342,70.5
2011 Villanova,48.4,34.9,109.562,75.8,45.3,32.1,98.9267,71.1
2013 Villanova,45.6,33.7,98.7296,72.2,42.3,36.8,95.1612,67.5
2014 Villanova,53.9,36.1,114.183,71.3,43.4,35.4,96.7318,70.4
2015 Villanova,53.1,38.9,116.619,72.7,45.2,30.8,92.9741,67.5
2016 Villanova,56.4,34.4,113.604,77.7,43.9,33.5,93.853,66.3
2017 Villanova,59.7,37,117.917,79.4,48.9,31.3,95.7139,71.2
2018 Villanova,59.7,39.8,122.829,77.1,49.3,32.8,99.8803,75.3
2019 Villanova,53.9,35.3,112.402,72.7,49.7,33.5,101.437,69.9
2021 Villanova,52.8,35.2,113.621,76.5,51,35.4,100.98,68.2
2022 Villanova,50.3,35.9,112.845,82.3,48.2,31,97.6798,74.5
2012 Virginia,51.1,33.7,101.817,72.4,44.3,29.5,86.8409,63.4
2014 Virginia,48.9,36.5,108.671,66.3,41.8,31.9,91.0974,66.9
2015 Virginia,50.1,36.1,110.716,72.3,39.5,30.3,85.6441,64.7
2016 Virginia,51.9,40.5,114.8,75.4,46.5,34.9,97.2545,69.6
2017 Virginia,50,39.3,109.116,70.8,45,31.2,91.0938,70.4
2018 Virginia,50,39,111.133,75.8,42.4,30.3,88.0409,73.2
2019 Virginia,52.2,40.9,117.113,74.6,45.5,27.2,90.0009,65.1
2021 Virginia,55.3,38.1,112.421,81.7,46.1,34,98.7173,74.1
2023 Virginia,50.4,35.3,108.334,70.1,46.5,34,96.2189,74.8
2017 Virginia Tech,54.8,40.3,112.502,73.4,49.1,36,106.185,71.5
2018 Virginia Tech,57.3,38.5,112.152,71,48.6,34.5,101.421,69.8
2019 Virginia Tech,54.2,39.4,114.004,75.8,48,33.2,95.6855,72.2
2021 Virginia Tech,51.7,35.7,106.985,69.7,47.6,33,97.7696,69.9
2022 Virginia Tech,52.5,39.3,111.1,74.3,49.4,31.7,98.0541,74.4
2009 Wake Forest,53.5,31.8,107.856,71.2,44.8,30.2,93.2075,70.4
2010 Wake Forest,47.6,31.3,100.586,66,42.9,28.9,94.4855,69.8
2017 Wake Forest,51.9,38.7,115.266,77.2,51.3,35.7,109.04,72.3
2009 Washington,48.6,34.1,108.142,69.8,45.9,33.3,95.6615,67.7
2010 Washington,49.6,32.5,108.203,72.7,46,31.2,95.544,68.3
2011 Washington,52.9,37.1,113.938,66.7,45.2,32.2,96.5736,67.6
2019 Washington,52.3,34.6,103.564,69.4,46,33.1,95.6117,70.6
2008 Washington St.,52.9,38.1,111.872,73.3,46.3,33.7,94.7272,72.4
2014 Weber St.,52.2,39.4,110.674,73.8,46.7,33.1,105.025,71.1
2016 Weber St.,55.5,36,107.01,67.7,45.1,35.2,98.1506,66.9
2008 West Virginia,50.6,35.8,111.246,67.9,45.1,35.4,95.1209,64.8
2009 West Virginia,48.1,33.1,109.806,69.6,47.1,30,93.8755,68.5
2010 West Virginia,48.8,33.6,111.763,69.6,46.6,33.3,97.5829,69
2011 West Virginia,47.4,33.5,107.683,70.6,46.5,29.1,99.8426,69.1
2012 West Virginia,50.1,30.2,105.415,67.1,50.2,31.7,98.4846,67.7
2015 West Virginia,45.9,31.9,106.429,66,51.6,36.5,96.33,68.7
2016 West Virginia,50.7,32.9,110.829,67,48.2,33.2,93.9723,71.3
2017 West Virginia,50.6,36.1,112.338,67.8,46.6,34.9,91.646,67.5
2018 West Virginia,48.5,35.3,113.004,76.6,45.6,37.4,98.4694,70.4
2021 West Virginia,46.4,35.7,107.886,71.7,51.3,32.3,100.446,69.4
2023 West Virginia,51.3,34.8,108.969,74.1,50.5,34.1,101.511,72.7
2008 Western Kentucky,51.6,38.6,110.914,70.6,46,32.5,94.3478,69.9
2009 Western Kentucky,49.8,37,109.167,70.4,47.6,34.8,101.233,68.7
2012 Western Kentucky,44.1,30.8,94.0697,69.3,46.5,33.3,98.2616,72.6
2013 Western Kentucky,48.7,33.2,100.071,68,47.4,32.8,99.0926,69.1
2014 Western Michigan,54.1,33,106.304,71.8,47.6,31.2,100.561,71.1
2012 Wichita St.,53.5,37,112.528,75.3,43.5,31.4,91.7103,68.7
2013 Wichita St.,50.1,33.7,107.139,68.8,44,33,93.6903,71.3
2014 Wichita St.,52,34.7,115.962,72.9,43.7,31.3,92.4094,65.2
2015 Wichita St.,48.9,35.9,111.943,69.2,42.5,34.4,90.9491,68.1
2016 Wichita St.,49.8,32.9,109.501,71.6,41.8,32.7,89.0509,71.9
2017 Wichita St.,51,40.7,117.578,72.9,42.3,31,90.085,69.7
2018 Wichita St.,53.8,38.5,117.841,73.8,45.8,36.3,101.934,72.6
2021 Wichita St.,44.7,34.5,104.413,69.9,47.6,30.8,100.617,68.9
2008 Winthrop,47.1,37.4,101.646,59.8,45.8,31,92.1731,69.6
2010 Winthrop,42.6,26.5,92.626,63.9,46.3,29.7,91.6796,66.9
2017 Winthrop,51.2,38,108.867,71.9,45.7,31.8,97.0163,72.4
2021 Winthrop,53,35.3,109.293,68.6,49.2,32.4,91.6949,66.2
2008 Wisconsin,49.2,35.9,108.495,70.9,41.3,31.1,86.5633,68.1
2009 Wisconsin,48.1,36.9,108.415,72.4,49.3,32.3,99.2701,71.5
2010 Wisconsin,49.9,36.1,111.356,73.5,44.6,33.4,92.7586,69.1
2011 Wisconsin,49.5,37.1,118.524,82.4,45.1,37.5,101.529,75
2012 Wisconsin,46.6,36.1,106.658,74.1,41.3,28.9,88.1971,68.3
2013 Wisconsin,48.5,33.4,105.017,63.3,42.7,29.2,89.8771,69.1
2014 Wisconsin,51.3,37.3,115.242,74.4,46.2,34.3,101.085,71.8
2015 Wisconsin,55.1,35.7,120.495,76.3,44,36,94.4646,68.1
2016 Wisconsin,46.6,35.8,106.662,70.7,45.1,38,99.9787,70.7
2017 Wisconsin,50.8,35.5,110.209,64.4,42.6,37.7,94.0971,73.8
2019 Wisconsin,49.8,36.6,104.289,64.9,43.7,31.2,92.8886,66.5
2021 Wisconsin,46.3,36,105.076,76.7,47.1,33,97.043,71.2
2022 Wisconsin,48.9,31.3,105.178,74.2,49.9,32.3,98.919,68
2010 Wofford,48,34.7,104.328,67.3,47,30.9,93.6055,67.7
2011 Wofford,50.5,40.7,112.3,69.1,48.8,35.1,103.219,71.4
2014 Wofford,47.3,35.9,104.578,66.5,49.6,32.5,100.945,68.7
2015 Wofford,49.5,37.1,106.401,69,47.3,30.8,96.7623,70.8
2019 Wofford,54.3,41.6,117.982,70.5,50.9,32.7,97.8958,70.7
2018 Wright St.,48,34,101.383,71.9,45.6,34.9,94.0649,71.4
2022 Wright St.,53.2,33,108.996,76.6,51.6,33.7,103.348,71.3
2015 Wyoming,54.6,32.3,103.166,70.9,44,34.4,95.3219,69.8
2022 Wyoming,54.5,33,107.367,72.5,48.3,30.3,97.9249,72.8
2008 Xavier,52.8,39.2,115.214,75,44.6,33.5,95.7631,67.3
2009 Xavier,49.2,40,107.589,67.4,41.7,33,92.6022,66.3
2010 Xavier,51,37.2,110.624,71.3,46.4,29.4,95.6034,65.6
2011 Xavier,52.1,33.3,109.395,74.8,43.8,33.8,97.2645,73.1
2012 Xavier,48.7,34.9,102.486,69.2,44.9,30.6,97.7757,74.5
2014 Xavier,51.5,35.4,109.087,68.8,46.8,35.4,102.808,66.6
2015 Xavier,53.4,34.9,109.333,72.5,48.9,35,100.51,67.1
2016 Xavier,50,36.2,111.904,73.1,48.4,31.5,97.5523,70.4
2017 Xavier,52,34,108.762,68.8,52.5,33.8,103.983,69.9
2018 Xavier,55.9,36.9,115.53,79,50,33.4,102.209,75
2023 Xavier,54,39.5,112.788,71.4,48.7,35.9,102.922,72.4
2016 Yale,51.1,37.1,110.744,66.7,45.5,31.8,94.2337,69.4
2019 Yale,56.1,37.4,110.061,73.3,47.5,31.2,100.041,73.7
2022 Yale,50.5,32.9,101.727,73.7,51.1,30.4,98.5686,68.1
